Object_ID,Year,Event_Count,Neighbourhood
2773,2020,2,Edenbridge-Humber Valley (009)
2774,2020,64,NSA (NSA)
2775,2020,6,St Lawrence-East Bayfront-The Islands (166)
2776,2020,870,Humber Heights-Westmount (008)
2777,2020,1235,Thistletown-Beaumond Heights (003)
2778,2020,1378,Downsview (155)
2779,2020,3853,Black Creek (024)
2780,2020,2033,Humbermede (022)
2781,2020,2,East L'Amoreaux (148)
2782,2020,4358,Glenfield-Jane Heights (025)
2783,2020,46,York University Heights (027)
2784,2020,1,Pelmo Park-Humberlea (023)
2785,2020,4301,York University Heights (027)
2786,2020,2,Yorkdale-Glen Park (031)
2787,2020,1,West Humber-Clairville (001)
2788,2020,6,St Lawrence-East Bayfront-The Islands (166)
2789,2020,1,Clanton Park (033)
2790,2020,744,Pelmo Park-Humberlea (023)
2791,2020,1,Brookhaven-Amesbury (030)
2792,2020,2040,Humber Summit (021)
2793,2020,4185,Oakdale-Beverley Heights (154)
2794,2020,1,Elms-Old Rexdale (005)
2795,2020,54,NSA (NSA)
2796,2020,1,Mount Olive-Silverstone-Jamestown (002)
2797,2020,1,Bedford Park-Nortown (039)
2798,2020,1,Maple Leaf (029)
2799,2020,1,Downtown Yonge East (168)
2800,2020,56,NSA (NSA)
2801,2021,1,Annex (095)
2802,2021,1619,Humewood-Cedarvale (106)
2803,2020,10,Banbury-Don Mills (042)
2804,2021,1721,Briar Hill-Belgravia (108)
2805,2021,21,Yorkdale-Glen Park (031)
2806,2020,5,Hillcrest Village (048)
2807,2021,1,Caledonia-Fairbank (109)
2808,2020,1,Moss Park (073)
2809,2021,659,Casa Loma (096)
2810,2021,1,Danforth East York (059)
2811,2021,1,Clairlea-Birchmount (120)
2812,2021,1,Weston-Pelham Park (091)
2813,2021,1,NSA (NSA)
2814,2021,1539,Yorkdale-Glen Park (031)
2815,2021,20,Englemount-Lawrence (032)
2816,2021,1,Bayview Woods-Steeles (049)
2817,2021,3,Dovercourt Village (172)
2818,2021,1,Bathurst Manor (034)
2819,2020,9,Moss Park (073)
2820,2021,511,Forest Hill North (102)
2821,2021,4,Fort York-Liberty Village (163)
2822,2021,1972,Corso Italia-Davenport (092)
2823,2021,1,Junction-Wallace Emerson (171)
2824,2021,2706,Oakwood Village (107)
2825,2021,1,Kensington-Chinatown (078)
2826,2021,1766,Wychwood (094)
2827,2021,1,Bayview Village (052)
2828,2021,505,Junction-Wallace Emerson (171)
2829,2021,2940,Harbourfront-CityPlace (165)
2830,2021,1,West Humber-Clairville (001)
2831,2021,14,Dufferin Grove (083)
2832,2021,6399,South Parkdale (085)
2833,2021,5,Little Portugal (084)
2834,2021,1,Bendale-Glen Andrew (156)
2835,2021,3,South Parkdale (085)
2836,2021,1,St.Andrew-Windfields (040)
2837,2021,1,Banbury-Don Mills (042)
2838,2021,2689,Wellington Place (164)
2839,2021,1,Annex (095)
2840,2021,4550,Kensington-Chinatown (078)
2841,2021,1163,University (079)
2842,2021,1,Bedford Park-Nortown (039)
2843,2021,2,O'Connor-Parkview (054)
2844,2021,1,Briar Hill-Belgravia (108)
2845,2021,1,Forest Hill North (102)
2846,2021,3,Junction-Wallace Emerson (171)
2847,2021,1,Roncesvalles (086)
2848,2021,1941,Annex (095)
2849,2021,35,St Lawrence-East Bayfront-The Islands (166)
2850,2021,1655,Palmerston-Little Italy (080)
2851,2021,17,Roncesvalles (086)
2852,2021,1859,Dovercourt Village (172)
2853,2021,1,Cabbagetown-South St.James Town (071)
2854,2021,1,Ionview (125)
2855,2021,3,Moss Park (073)
2856,2020,3,Agincourt South-Malvern West (128)
2857,2020,11,NSA (NSA)
2858,2020,1,Dorset Park (126)
2859,2020,1245,Centennial Scarborough (133)
2860,2020,1,Fort York-Liberty Village (163)
2861,2020,1,Kensington-Chinatown (078)
2862,2020,10,NSA (NSA)
2863,2020,1846,Cliffcrest (123)
2864,2020,1047,University (079)
2865,2020,1,Leaside-Bennington (056)
2866,2020,4326,Wexford/Maryvale (119)
2867,2020,2800,Scarborough Village (139)
2868,2020,1,East L'Amoreaux (148)
2869,2020,1363,Blake-Jones (069)
2870,2020,1540,L'Amoreaux West (147)
2871,2020,9,St Lawrence-East Bayfront-The Islands (166)
2872,2020,2,Moss Park (073)
2873,2020,2,Moss Park (073)
2874,2020,1,Hillcrest Village (048)
2875,2020,1,Wexford/Maryvale (119)
2876,2020,3163,Wellington Place (164)
2877,2020,36,NSA (NSA)
2878,2020,11,Agincourt South-Malvern West (128)
2879,2020,1941,Eglinton East (138)
2880,2020,4299,Kensington-Chinatown (078)
2881,2020,3709,East End-Danforth (062)
2882,2020,16,Highland Creek (134)
2883,2020,3247,Golfdale-Cedarbrae-Woburn (141)
2884,2020,11,University (079)
2885,2020,1,New Toronto (018)
2886,2020,14,Milliken (130)
2887,2020,1,Thorncliffe Park (055)
2888,2020,16,St Lawrence-East Bayfront-The Islands (166)
2889,2020,3,Regent Park (072)
2890,2020,1630,East L'Amoreaux (148)
2891,2020,1,St Lawrence-East Bayfront-The Islands (166)
2892,2020,1,West Rouge (143)
2893,2020,1,Don Valley Village (047)
2894,2020,1,Harbourfront-CityPlace (165)
2895,2020,1427,Playter Estates-Danforth (067)
2896,2020,1,Weston-Pelham Park (091)
2897,2020,1,Fort York-Liberty Village (163)
2898,2020,1,Fort York-Liberty Village (163)
2899,2020,2,Banbury-Don Mills (042)
2900,2020,1,South Riverdale (070)
2901,2020,1,Rosedale-Moore Park (098)
2902,2020,1,Scarborough Village (139)
2903,2020,3083,Agincourt South-Malvern West (128)
2904,2020,3775,North St.James Town (074)
2905,2021,3195,Junction-Wallace Emerson (171)
2906,2020,1,Banbury-Don Mills (042)
2907,2020,1,Cabbagetown-South St.James Town (071)
2908,2020,2,Junction-Wallace Emerson (171)
2909,2020,1,Little Portugal (084)
2910,2021,2,Etobicoke City Centre (159)
2911,2020,1,Bay-Cloverhill (169)
2912,2020,131,Pleasant View (046)
2913,2020,3,Church-Wellesley (167)
2914,2020,2,Playter Estates-Danforth (067)
2915,2020,1123,Yonge-Bay Corridor (170)
2916,2020,1,Humber Bay Shores (161)
2917,2021,2702,High Park North (088)
2918,2020,1,Bedford Park-Nortown (039)
2919,2020,16,Bendale-Glen Andrew (156)
2920,2020,1,Broadview North (057)
2921,2020,6,Kensington-Chinatown (078)
2922,2020,1,East End-Danforth (062)
2923,2020,2,Thorncliffe Park (055)
2924,2021,1,Dovercourt Village (172)
2925,2020,1,High Park North (088)
2926,2020,12,Centennial Scarborough (133)
2927,2020,1,Clairlea-Birchmount (120)
2928,2020,1,York University Heights (027)
2929,2020,2,Bedford Park-Nortown (039)
2930,2020,25,Banbury-Don Mills (042)
2931,2021,11,Junction Area (090)
2932,2020,1,Cliffcrest (123)
2933,2020,7,Centennial Scarborough (133)
2934,2020,3,North St.James Town (074)
2935,2020,1,Humber Heights-Westmount (008)
2936,2020,1,Kensington-Chinatown (078)
2937,2020,1,Bendale South (157)
2938,2021,1,West Queen West (162)
2939,2020,3,Birchcliffe-Cliffside (122)
2940,2020,10,St Lawrence-East Bayfront-The Islands (166)
2941,2020,8,Bay-Cloverhill (169)
2942,2020,10,Newtonbrook West (036)
2943,2020,1,The Beaches (063)
2944,2020,1,Yonge-Bay Corridor (170)
2945,2021,51,Humber Bay Shores (161)
2946,2020,2,Cliffcrest (123)
2947,2020,1503,Malvern West (145)
2948,2020,920,Yonge-St.Clair (097)
2949,2020,3,Mount Olive-Silverstone-Jamestown (002)
2950,2020,53,Rosedale-Moore Park (098)
2951,2020,1460,Danforth (066)
2952,2021,12,NSA (NSA)
2953,2020,3,North Toronto (173)
2954,2020,885,Steeles (116)
2955,2020,19,Church-Wellesley (167)
2956,2020,11,Downtown Yonge East (168)
2957,2020,2593,Cabbagetown-South St.James Town (071)
2958,2020,2609,Greenwood-Coxwell (065)
2959,2021,12,Stonegate-Queensway (016)
2960,2020,3,Weston (113)
2961,2020,10,Malvern East (146)
2962,2020,1,Weston-Pelham Park (091)
2963,2020,1,Oakwood Village (107)
2964,2020,2683,Regent Park (072)
2965,2020,2049,Taylor-Massey (061)
2966,2021,213,Rockcliffe-Smythe (111)
2967,2020,1,Long Branch (019)
2968,2020,1,Islington (158)
2969,2020,2983,Rosedale-Moore Park (098)
2970,2020,1,Palmerston-Little Italy (080)
2971,2020,12779,Moss Park (073)
2972,2021,1,Wellington Place (164)
2973,2020,12,Cabbagetown-South St.James Town (071)
2974,2020,2,Hillcrest Village (048)
2975,2020,1815,Milliken (130)
2976,2020,353,South Riverdale (070)
2977,2020,12,Englemount-Lawrence (032)
2978,2020,1,West Hill (136)
2979,2020,2396,Yonge-Eglinton (100)
2980,2020,2439,Tam O'Shanter-Sullivan (118)
2981,2020,10,NSA (NSA)
2982,2020,1,Wellington Place (164)
2983,2021,843,Lambton Baby Point (114)
2984,2020,3,O'Connor-Parkview (054)
2985,2020,3,East L'Amoreaux (148)
2986,2020,1,Weston (113)
2987,2020,11,Morningside (135)
2988,2020,27,Downtown Yonge East (168)
2989,2020,1,NSA (NSA)
2990,2021,1,Bayview Woods-Steeles (049)
2991,2020,3,St Lawrence-East Bayfront-The Islands (166)
2992,2020,2,Corso Italia-Davenport (092)
2993,2020,1827,Thorncliffe Park (055)
2994,2020,1452,Agincourt North (129)
2995,2020,5657,Church-Wellesley (167)
2996,2020,2936,O'Connor-Parkview (054)
2997,2021,582,South Parkdale (085)
2998,2020,1,Rexdale-Kipling (004)
2999,2020,5,Etobicoke City Centre (159)
3000,2020,1,Playter Estates-Danforth (067)
3001,2020,9,Morningside Heights (144)
3002,2020,8776,Downtown Yonge East (168)
3003,2021,274,South Parkdale (085)
3004,2020,1,North St.James Town (074)
3005,2020,1,Wexford/Maryvale (119)
3006,2020,1,The Beaches (063)
3007,2020,1,Cabbagetown-South St.James Town (071)
3008,2020,27,NSA (NSA)
3009,2021,1,Harbourfront-CityPlace (165)
3010,2020,2,Mount Dennis (115)
3011,2020,1,Don Valley Village (047)
3012,2020,453,Bay-Cloverhill (169)
3013,2020,1,Brookhaven-Amesbury (030)
3014,2020,1877,North Toronto (173)
3015,2020,2687,Malvern East (146)
3016,2021,2070,Junction Area (090)
3017,2020,1,Malvern West (145)
3018,2020,30,St Lawrence-East Bayfront-The Islands (166)
3019,2020,1,North Riverdale (068)
3020,2020,1,Little Portugal (084)
3021,2020,549,Forest Hill North (102)
3022,2020,1033,West Rouge (143)
3023,2021,1,South Riverdale (070)
3024,2020,2,Centennial Scarborough (133)
3025,2020,667,Woodbine-Lumsden (060)
3026,2020,3216,St Lawrence-East Bayfront-The Islands (166)
3027,2020,1,Avondale (153)
3028,2020,971,Lawrence Park South (103)
3029,2020,28,NSA (NSA)
3030,2021,3,Kingsway South (015)
3031,2020,5,York University Heights (027)
3032,2020,1,Milliken (130)
3033,2020,176,St Lawrence-East Bayfront-The Islands (166)
3034,2020,1,North St.James Town (074)
3035,2020,4274,Annex (095)
3036,2020,2120,Morningside Heights (144)
3037,2021,10,Fort York-Liberty Village (163)
3038,2020,6,Beechborough-Greenbrook (112)
3039,2020,1,Birchcliffe-Cliffside (122)
3040,2020,1,Willowdale West (037)
3041,2020,2,York University Heights (027)
3042,2020,3,Humewood-Cedarvale (106)
3043,2020,1,West Hill (136)
3044,2021,1,New Toronto (018)
3045,2020,957,NSA (NSA)
3046,2020,5956,South Riverdale (070)
3047,2020,1,Wellington Place (164)
3048,2020,6,Don Valley Village (047)
3049,2020,723,Bridle Path-Sunnybrook-York Mills (041)
3050,2020,3,Bendale-Glen Andrew (156)
3051,2021,1668,Mount Dennis (115)
3052,2020,5,Yonge-Bay Corridor (170)
3053,2020,2,Harbourfront-CityPlace (165)
3054,2020,2,Willowdale West (037)
3055,2020,6,Agincourt South-Malvern West (128)
3056,2020,2874,Flemingdon Park (044)
3057,2020,83,South Riverdale (070)
3058,2020,1,Newtonbrook West (036)
3059,2020,1,Flemingdon Park (044)
3060,2020,563,Bendale South (157)
3061,2021,1,Humber Heights-Westmount (008)
3062,2020,1,Mimico-Queensway (160)
3063,2020,1,Agincourt South-Malvern West (128)
3064,2020,1,Yonge-Eglinton (100)
3065,2020,3,South Parkdale (085)
3066,2020,3,University (079)
3067,2020,1,South Parkdale (085)
3068,2021,828,Pelmo Park-Humberlea (023)
3069,2020,1,North Riverdale (068)
3070,2020,3,Kennedy Park (124)
3071,2020,987,Victoria Village (043)
3072,2020,1,University (079)
3073,2020,284,Forest Hill South (101)
3074,2020,1,Glenfield-Jane Heights (025)
3075,2021,2,Oakdale-Beverley Heights (154)
3076,2020,1,NSA (NSA)
3077,2020,2261,Morningside (135)
3078,2020,1,Rockcliffe-Smythe (111)
3079,2020,1,Leaside-Bennington (056)
3080,2020,1,Casa Loma (096)
3081,2020,1,Pelmo Park-Humberlea (023)
3082,2021,1434,Beechborough-Greenbrook (112)
3083,2020,1,Steeles (116)
3084,2020,896,Highland Creek (134)
3085,2020,2404,The Beaches (063)
3086,2020,1,West Rouge (143)
3087,2020,1822,South Eglinton-Davisville (174)
3088,2020,1,Weston (113)
3089,2021,48,Pelmo Park-Humberlea (023)
3090,2020,3,West Queen West (162)
3091,2020,789,Guildwood (140)
3092,2020,1806,Danforth East York (059)
3093,2020,1,South Parkdale (085)
3094,2020,9,St Lawrence-East Bayfront-The Islands (166)
3095,2020,2361,Harbourfront-CityPlace (165)
3096,2021,504,Weston-Pelham Park (091)
3097,2020,4,Harbourfront-CityPlace (165)
3098,2020,1909,Bendale-Glen Andrew (156)
3099,2020,1887,North Riverdale (068)
3100,2020,3,Church-Wellesley (167)
3101,2020,1115,Leaside-Bennington (056)
3102,2020,10,St Lawrence-East Bayfront-The Islands (166)
3103,2021,1,Downsview (155)
3104,2020,1,Eglinton East (138)
3105,2020,1,Clairlea-Birchmount (120)
3106,2020,1929,Broadview North (057)
3107,2020,2,Bendale-Glen Andrew (156)
3108,2020,1202,Mount Pleasant East (099)
3109,2020,1,Willowdale West (037)
3110,2021,13,NSA (NSA)
3111,2020,3,Broadview North (057)
3112,2020,3381,Woburn North (142)
3113,2020,1590,Old East York (058)
3114,2020,1,Englemount-Lawrence (032)
3115,2020,298,Bedford Park-Nortown (039)
3116,2020,1853,St Lawrence-East Bayfront-The Islands (166)
3117,2021,1,Humber Heights-Westmount (008)
3118,2020,2,Cabbagetown-South St.James Town (071)
3119,2020,1,Beechborough-Greenbrook (112)
3120,2020,1,Malvern East (146)
3121,2020,7,Kensington-Chinatown (078)
3122,2020,1,Malvern West (145)
3123,2020,7,Wellington Place (164)
3124,2021,1,Rockcliffe-Smythe (111)
3125,2020,2,Yonge-Eglinton (100)
3126,2020,1,York University Heights (027)
3127,2020,2,Westminster-Branson (035)
3128,2020,111,St Lawrence-East Bayfront-The Islands (166)
3129,2020,3,Annex (095)
3130,2020,25,Kensington-Chinatown (078)
3131,2021,1,Markland Wood (012)
3132,2020,527,Casa Loma (096)
3133,2020,1,Flemingdon Park (044)
3134,2020,11,Forest Hill South (101)
3135,2020,1,Pleasant View (046)
3136,2020,3,West Humber-Clairville (001)
3137,2020,612,Downtown Yonge East (168)
3138,2021,1423,Keelesdale-Eglinton West (110)
3139,2020,2,Humber Bay Shores (161)
3140,2020,9,Downtown Yonge East (168)
3141,2020,20,Forest Hill North (102)
3142,2020,2,Humewood-Cedarvale (106)
3143,2020,538,West Rouge (143)
3144,2021,1,Dufferin Grove (083)
3145,2020,3277,Bay-Cloverhill (169)
3146,2020,6,NSA (NSA)
3147,2020,3,NSA (NSA)
3148,2021,1,York University Heights (027)
3149,2020,4,Wellington Place (164)
3150,2021,4,Edenbridge-Humber Valley (009)
3151,2020,1,Greenwood-Coxwell (065)
3152,2020,8268,Yonge-Bay Corridor (170)
3153,2020,6759,West Hill (136)
3154,2020,2,Wexford/Maryvale (119)
3155,2021,1,Yonge-Bay Corridor (170)
3156,2020,1,Bendale-Glen Andrew (156)
3157,2021,3,Roncesvalles (086)
3158,2020,3,Glenfield-Jane Heights (025)
3159,2020,1,Forest Hill North (102)
3160,2020,1,Black Creek (024)
3161,2020,2692,Woodbine Corridor (064)
3162,2021,1,Lambton Baby Point (114)
3163,2020,1,Thorncliffe Park (055)
3164,2021,1304,Dufferin Grove (083)
3165,2020,7,South Riverdale (070)
3166,2020,3,Cliffcrest (123)
3167,2021,2247,Brookhaven-Amesbury (030)
3168,2020,10,St Lawrence-East Bayfront-The Islands (166)
3169,2021,906,Runnymede-Bloor West Village (089)
3170,2020,7,Fort York-Liberty Village (163)
3171,2021,3616,Weston (113)
3172,2020,3,Woburn North (142)
3173,2021,1,Rosedale-Moore Park (098)
3174,2020,1,Oakdale-Beverley Heights (154)
3175,2021,1,Corso Italia-Davenport (092)
3176,2021,3217,High Park-Swansea (087)
3177,2020,1,Woodbine Corridor (064)
3178,2021,970,Maple Leaf (029)
3179,2021,2349,Roncesvalles (086)
3180,2020,2,Wellington Place (164)
3181,2021,2722,Rockcliffe-Smythe (111)
3182,2021,1,Moss Park (073)
3183,2020,7,Islington (158)
3184,2021,992,Rustic (028)
3185,2021,1510,Weston-Pelham Park (091)
3186,2020,15,Black Creek (024)
3187,2021,549,Junction Area (090)
3188,2021,757,Little Portugal (084)
3189,2020,1,Humber Summit (021)
3190,2021,6,Fort York-Liberty Village (163)
3191,2021,1,Wychwood (094)
3192,2020,1,Mount Olive-Silverstone-Jamestown (002)
3193,2021,761,Englemount-Lawrence (032)
3194,2021,12,Rockcliffe-Smythe (111)
3195,2020,1,Morningside Heights (144)
3196,2021,621,Forest Hill South (101)
3197,2021,3,Weston-Pelham Park (091)
3198,2020,2,New Toronto (018)
3199,2021,2,Corso Italia-Davenport (092)
3200,2021,1284,Caledonia-Fairbank (109)
3201,2021,4,Forest Hill South (101)
3202,2021,1,University (079)
3203,2021,2451,The Beaches (063)
3204,2021,5,Kensington-Chinatown (078)
3205,2021,2591,Woodbine Corridor (064)
3206,2021,1,Palmerston-Little Italy (080)
3207,2021,1,Humber Bay Shores (161)
3208,2021,1,Glenfield-Jane Heights (025)
3209,2021,658,Woodbine-Lumsden (060)
3210,2021,12,Fort York-Liberty Village (163)
3211,2021,2,Banbury-Don Mills (042)
3212,2021,1758,North Riverdale (068)
3213,2021,2125,Taylor-Massey (061)
3214,2021,3113,Flemingdon Park (044)
3215,2021,1,Harbourfront-CityPlace (165)
3216,2021,4,South Riverdale (070)
3217,2021,3582,East End-Danforth (062)
3218,2021,1559,Danforth East York (059)
3219,2021,1581,Danforth (066)
3220,2021,1,L'Amoreaux West (147)
3221,2021,1863,Broadview North (057)
3222,2021,26,Cabbagetown-South St.James Town (071)
3223,2021,4,Moss Park (073)
3224,2021,1,Thorncliffe Park (055)
3225,2021,2,Thorncliffe Park (055)
3226,2021,1,Kennedy Park (124)
3227,2021,5856,South Riverdale (070)
3228,2021,2397,Greenwood-Coxwell (065)
3229,2021,2966,O'Connor-Parkview (054)
3230,2021,1575,Old East York (058)
3231,2021,1,Parkwoods-O'Connor Hills (149)
3232,2021,1,Ionview (125)
3233,2021,1,West Humber-Clairville (001)
3234,2021,1,Downtown Yonge East (168)
3235,2021,1,South Parkdale (085)
3236,2021,1340,Playter Estates-Danforth (067)
3237,2021,18,NSA (NSA)
3238,2021,1,Clairlea-Birchmount (120)
3239,2021,65,St Lawrence-East Bayfront-The Islands (166)
3240,2021,1,Runnymede-Bloor West Village (089)
3241,2021,4,Banbury-Don Mills (042)
3242,2021,3,Leaside-Bennington (056)
3243,2021,1256,Blake-Jones (069)
3244,2021,1002,Victoria Village (043)
3245,2021,2,Rosedale-Moore Park (098)
3246,2021,5,Yonge-Bay Corridor (170)
3247,2021,1,Victoria Village (043)
3248,2021,1,Mimico-Queensway (160)
3249,2021,3,Wellington Place (164)
3250,2021,1,Downtown Yonge East (168)
3251,2021,6,South Riverdale (070)
3252,2021,1,Scarborough Village (139)
3253,2021,1,Yonge-Eglinton (100)
3254,2021,1,Broadview North (057)
3255,2021,340,Bay-Cloverhill (169)
3256,2021,11,Morningside Heights (144)
3257,2021,1981,Little Portugal (084)
3258,2021,2,O'Connor-Parkview (054)
3259,2021,7,Hillcrest Village (048)
3260,2021,1,Trinity-Bellwoods (081)
3261,2021,1,Wychwood (094)
3262,2021,3,Moss Park (073)
3263,2021,1,South Parkdale (085)
3264,2021,7389,West Humber-Clairville (001)
3265,2021,1503,Agincourt North (129)
3266,2021,1,Yorkdale-Glen Park (031)
3267,2021,1,Wellington Place (164)
3268,2021,2153,St Lawrence-East Bayfront-The Islands (166)
3269,2021,8,NSA (NSA)
3270,2021,1,Etobicoke City Centre (159)
3271,2021,13,Centennial Scarborough (133)
3272,2021,89,Victoria Village (043)
3273,2021,1,Rustic (028)
3274,2021,608,University (079)
3275,2021,3425,North St.James Town (074)
3276,2021,1118,Thistletown-Beaumond Heights (003)
3277,2021,20,Bendale-Glen Andrew (156)
3278,2021,24,NSA (NSA)
3279,2021,1,East End-Danforth (062)
3280,2021,1,Downtown Yonge East (168)
3281,2021,4022,St Lawrence-East Bayfront-The Islands (166)
3282,2021,1,Beechborough-Greenbrook (112)
3283,2021,1,Bridle Path-Sunnybrook-York Mills (041)
3284,2021,1,Bedford Park-Nortown (039)
3285,2021,4425,Fort York-Liberty Village (163)
3286,2021,8,St Lawrence-East Bayfront-The Islands (166)
3287,2021,8924,Downtown Yonge East (168)
3288,2021,56,NSA (NSA)
3289,2021,1849,Milliken (130)
3290,2021,1,Annex (095)
3291,2021,605,Dufferin Grove (083)
3292,2021,7,Kensington-Chinatown (078)
3293,2021,3961,West Queen West (162)
3294,2021,1,Harbourfront-CityPlace (165)
3295,2021,1,Clanton Park (033)
3296,2021,10,NSA (NSA)
3297,2021,3348,Trinity-Bellwoods (081)
3298,2021,11,Fort York-Liberty Village (163)
3299,2021,2213,Stonegate-Queensway (016)
3300,2021,1,West Humber-Clairville (001)
3301,2021,54,Willowridge-Martingrove-Richview (007)
3302,2021,35,NSA (NSA)
3303,2021,675,Kingsway South (015)
3304,2021,1,Wellington Place (164)
3305,2021,1,South Parkdale (085)
3306,2021,2077,Islington (158)
3307,2021,2135,Humber Bay Shores (161)
3308,2021,1056,Alderwood (020)
3309,2021,2713,Mimico-Queensway (160)
3310,2021,1,Pelmo Park-Humberlea (023)
3311,2021,1,Church-Wellesley (167)
3312,2021,2,High Park-Swansea (087)
3313,2021,2,Mount Olive-Silverstone-Jamestown (002)
3314,2021,2,South Parkdale (085)
3315,2021,3,Kensington-Chinatown (078)
3316,2021,4123,Etobicoke City Centre (159)
3317,2021,96,Eringate-Centennial-West Deane (011)
3318,2021,925,Edenbridge-Humber Valley (009)
3319,2021,716,Markland Wood (012)
3320,2021,1206,Eringate-Centennial-West Deane (011)
3321,2021,1768,Long Branch (019)
3322,2021,1,Willowdale West (037)
3323,2021,2054,New Toronto (018)
3324,2021,753,Princess-Rosethorn (010)
3325,2021,951,Etobicoke West Mall (013)
3326,2021,1,Keelesdale-Eglinton West (110)
3327,2021,1,South Eglinton-Davisville (174)
3328,2021,1,Bridle Path-Sunnybrook-York Mills (041)
3329,2021,15,Eringate-Centennial-West Deane (011)
3330,2021,4,Mount Olive-Silverstone-Jamestown (002)
3331,2021,1,Humber Summit (021)
3332,2021,1,Yorkdale-Glen Park (031)
3333,2021,790,Humber Heights-Westmount (008)
3334,2021,136,Edenbridge-Humber Valley (009)
3335,2021,1,East Willowdale (152)
3336,2021,1,Regent Park (072)
3337,2021,1148,Elms-Old Rexdale (005)
3338,2021,1,Moss Park (073)
3339,2021,61,NSA (NSA)
3340,2021,2,Harbourfront-CityPlace (165)
3341,2021,3,St Lawrence-East Bayfront-The Islands (166)
3342,2021,3879,Mount Olive-Silverstone-Jamestown (002)
3343,2021,3995,Banbury-Don Mills (042)
3344,2021,1,Bathurst Manor (034)
3345,2021,1,Mount Pleasant East (099)
3346,2021,15,NSA (NSA)
3347,2021,2,York University Heights (027)
3348,2021,35,Victoria Village (043)
3349,2021,50,Pleasant View (046)
3350,2021,1,Greenwood-Coxwell (065)
3351,2021,9,Englemount-Lawrence (032)
3352,2021,1,Glenfield-Jane Heights (025)
3353,2021,2294,Ionview (125)
3354,2021,2,Centennial Scarborough (133)
3355,2021,184,St Lawrence-East Bayfront-The Islands (166)
3356,2021,3,Bay-Cloverhill (169)
3357,2021,1,Old East York (058)
3358,2021,3598,Clairlea-Birchmount (120)
3359,2021,14,Highland Creek (134)
3360,2021,1,Lansing-Westgate (038)
3361,2021,11,Annex (095)
3362,2021,2373,Kingsview Village-The Westway (006)
3363,2021,853,Bendale-Glen Andrew (156)
3364,2021,19,Agincourt South-Malvern West (128)
3365,2021,9,Annex (095)
3366,2021,1,Broadview North (057)
3367,2021,1219,Rexdale-Kipling (004)
3368,2021,1,Bendale-Glen Andrew (156)
3369,2021,2957,Birchcliffe-Cliffside (122)
3370,2021,72,O'Connor-Parkview (054)
3371,2021,1,Golfdale-Cedarbrae-Woburn (141)
3372,2021,11,Fort York-Liberty Village (163)
3373,2021,41,East End-Danforth (062)
3374,2021,3114,Oakridge (121)
3375,2021,25,Fenside-Parkwoods (150)
3376,2021,54,Victoria Village (043)
3377,2021,1,Banbury-Don Mills (042)
3378,2021,4060,Wexford/Maryvale (119)
3379,2021,3539,Kennedy Park (124)
3380,2021,2,Agincourt South-Malvern West (128)
3381,2021,473,Bendale South (157)
3382,2021,813,Eglinton East (138)
3383,2021,7,NSA (NSA)
3384,2021,138,Taylor-Massey (061)
3385,2021,828,Cliffcrest (123)
3386,2021,2,Parkwoods-O'Connor Hills (149)
3387,2021,42,The Beaches (063)
3388,2021,1,Wellington Place (164)
3389,2021,3350,Dorset Park (126)
3390,2021,1,Thistletown-Beaumond Heights (003)
3391,2021,1,Bedford Park-Nortown (039)
3392,2021,2373,Tam O'Shanter-Sullivan (118)
3393,2021,2812,Malvern East (146)
3394,2021,963,Steeles (116)
3395,2021,1668,L'Amoreaux West (147)
3396,2021,11,Fort York-Liberty Village (163)
3397,2021,17,Morningside (135)
3398,2021,1,Bayview Woods-Steeles (049)
3399,2021,1557,East L'Amoreaux (148)
3400,2021,1,Yorkdale-Glen Park (031)
3401,2021,1,Clairlea-Birchmount (120)
3402,2021,1587,Malvern West (145)
3403,2021,5,Malvern East (146)
3404,2021,1350,Englemount-Lawrence (032)
3405,2021,311,Forest Hill South (101)
3406,2021,1,Kensington-Chinatown (078)
3407,2021,1,Englemount-Lawrence (032)
3408,2021,22,Newtonbrook West (036)
3409,2021,2838,Rosedale-Moore Park (098)
3410,2021,8,Fort York-Liberty Village (163)
3411,2021,2161,Morningside Heights (144)
3412,2021,1,Rosedale-Moore Park (098)
3413,2021,1,Hillcrest Village (048)
3414,2021,973,Lawrence Park South (103)
3415,2021,1,Islington (158)
3416,2021,28,NSA (NSA)
3417,2021,13,Fort York-Liberty Village (163)
3418,2021,867,Lawrence Park North (105)
3419,2021,4013,Annex (095)
3420,2021,2,Humbermede (022)
3421,2021,3275,Agincourt South-Malvern West (128)
3422,2021,10931,Moss Park (073)
3423,2021,1,Humbermede (022)
3424,2021,1956,Yonge-Eglinton (100)
3425,2021,1598,Willowridge-Martingrove-Richview (007)
3426,2021,1101,West Rouge (143)
3427,2021,86,Rosedale-Moore Park (098)
3428,2021,1737,Lansing-Westgate (038)
3429,2021,465,Bridle Path-Sunnybrook-York Mills (041)
3430,2021,1365,Downsview (155)
3431,2021,14,Milliken (130)
3432,2021,2,Trinity-Bellwoods (081)
3433,2021,1138,York University Heights (027)
3434,2021,1,Victoria Village (043)
3435,2021,46,NSA (NSA)
3436,2021,5,Cliffcrest (123)
3437,2021,2333,Cabbagetown-South St.James Town (071)
3438,2021,1230,Yonge-Doris (151)
3439,2021,1,Downtown Yonge East (168)
3440,2021,1,Long Branch (019)
